track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,deezer_playlist_count,deezer_playlist_reach,shazam_counts,explicit_track
Wide Awake,538 Hitzone 63,Katy Perry,2012-01-01,USCA21200932,3681,22.3,447997798.0,47976.0,35749050.0,73.0,1129883893.0,5231385.0,53680.0,9846261.0,63097743.0,248321862.0,29.0,29375.0,14.0,144663.0,4506047.0,0
Lush Life,Lush Life,Zara Larsson,2015-06-05,SEWEE1500509,3687,22.3,1429205245.0,151855.0,83732411.0,78.0,156015402.0,1540316.0,1213204.0,40191496.0,323351717.0,4243.0,200.0,74545.0,126.0,2293474.0,9877808.0,0
Kitty,Kitty,Kenia OS,2024-04-23,MXF012400293,3680,22.3,23061213.0,703.0,18729564.0,77.0,18869254.0,360829.0,182364.5,27141268.0,265551910.0,14758237.0,11.0,172.0,18.0,214885.0,37878.0,1
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,2023-03-04,INS182300550,3693,22.3,184580310.0,10142.0,5412622.0,64.0,169388630.0,2189048.0,182364.5,27141268.0,265551910.0,158580812.0,9.0,257.0,15.0,230295.0,203774.0,0
Wildberry Lillet,Wildberry Lillet,Nina Chuba,2022-08-12,DEE862201008,3694,22.3,161145820.0,46697.0,7654058.0,58.0,62678908.0,513962.0,121215.0,34317249.0,409238375.0,125368581.0,25.0,20804.0,10.0,582833.0,647249.0,0
Amapiano,Amapiano,Asake,2023-05-23,USUYG1489119,3701,22.3,68990989.0,21556.0,4941800.0,63.0,29014150.0,237930.0,309111.0,16832048.0,240070262.0,32844745.0,53.0,5137.0,5.0,101774.0,721377.0,1
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,2022-09-20,QZTVM2225505,3697,22.3,179475517.0,26160.0,3816329.0,2.0,162785261.0,622557.0,95000.0,2496551.0,32565249.0,100962228.0,2.0,1742.0,4.0,139218.0,401773.0,1
Take A Bite,Take A Bite,beabadoobee,2024-05-09,GBK3W2402961,3700,22.3,18634348.0,2529.0,28016380.0,78.0,1314449.0,68494.0,182364.5,27141268.0,265551910.0,110446147.0,35.0,2559.0,15.0,156944.0,31394.0,0
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,2019-12-06,USSD11900381,3699,22.3,289196126.0,56563.0,16313578.0,64.0,403607329.0,2363349.0,506354.0,90776240.0,758684528.0,9314119.0,72.0,3280.0,10.0,281695.0,1102746.0,1
Gimmie A Light,Gimmie A Light,Ice Spice,2024-05-10,USUG12400205,3692,22.3,8734499.0,1005.0,21736311.0,67.0,4823719.0,124556.0,182364.5,27141268.0,265551910.0,67008965.0,22.0,3397.0,13.0,453247.0,39843.0,1
on the street (with J. Cole),on the street (with J. Cole),j-hope,2023-03-03,USA2P2251898,3689,22.3,183683364.0,21804.0,15669021.0,63.0,67664152.0,3768577.0,259000.0,146676533.0,803916984.0,124507195.0,15.0,7442.0,1.0,207.0,317811.0,1
LOST FOREVER,UTOPIA,Travis Scott,2023-07-28,USSM12305017,3683,22.3,66878719.0,33290.0,3109142.0,62.0,2866171.0,33960.0,661.0,684129.0,4277522.0,100962228.0,5.0,30.0,1.0,230295.0,149968.0,1
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee (feat. Lil Uzi Vert) [Radio Version],Migos,2016-10-28,QMCE31700918,3688,22.3,936450891.0,1317.0,319309.0,40.0,1274494178.0,7719750.0,146.0,13465.0,223131.0,173565611.0,27.0,210.0,15.0,230295.0,521405.0,0
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,2016-12-02,USRN11600859,3696,22.3,516523975.0,45773.0,14539681.0,67.0,407784529.0,2047661.0,82745.0,1643842.0,10506569.0,471650737.0,39.0,132684.0,3.0,4887.0,1925032.0,0
I Got Love,I Got Love,MiyaGi,2018-05-15,QZ22B1946607,3682,22.3,136456221.0,235.0,30808.0,67.0,1075000461.0,4674383.0,182364.5,27141268.0,265551910.0,757403.0,29.0,5993.0,15.0,230295.0,903827.0,0
SET ME FREE,READY TO BE,TWICE,2023-03-10,US5TA2300005,3705,22.3,117186345.0,11752.0,4854730.0,62.0,137633324.0,2497620.0,133155.0,89151707.0,580855649.0,84559361.0,11.0,1361.0,3.0,52357.0,191507.0,0
Say Something,Say Something,A Great Big World,2013-11-04,USSM11306713,3714,22.2,1064534331.0,116991.0,57390894.0,65.0,113298251.0,1108651.0,79873.0,38617874.0,339277915.0,2455495.0,102.0,943.0,71.0,421702.0,12937536.0,0
Cake By The Ocean - Cover,TIK & TOK DANCE MIX,MUSIC LAB JPN,2023-05-12,TCJPV2340443,3707,22.2,1617307191.0,33806.5,13496421.5,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,1
Por Dentro,Por Dentro,Rels B,2023-11-23,UYB282376016,3709,22.2,105759424.0,7383.0,10819131.0,67.0,52609155.0,629604.0,182364.5,27141268.0,265551910.0,276735397.0,10.0,1812.0,21.0,12178185.0,114185.0,1
You Belong With Me,Fearless,Taylor Swift,2008-01-01,USCJY0803328,3720,22.2,643828366.0,87942.0,27210610.0,66.0,1600713698.0,10233607.0,165346.0,72201064.0,428418832.0,1485964733.0,45.0,41273.0,19.0,138459.0,3063470.0,0
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,2016-11-04,TCACS1642138,3731,22.2,818926915.0,160628.0,48988304.0,77.0,85879643.0,1119551.0,124365.0,62671433.0,478999463.0,145296.0,37.0,127903.0,36.0,344006.0,3388780.0,0
Tchuco Nela,Tchuco Nela,MC Rogerinho,2022-04-08,BCN5Z2200003,3727,22.2,154127881.0,14889.0,8354745.0,72.0,233659337.0,1167552.0,585700.0,74359518.0,1245591509.0,499045923.0,5.0,216.0,26.0,213644.0,136448.0,1
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,1999-06-08,USWB19900690,3730,22.2,1405353677.0,276377.0,115315508.0,79.0,1518596886.0,7781636.0,52722.0,16291854.0,226008149.0,595631730.0,2.0,49257.0,268.0,1064069.0,903827.0,0
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2015-02-10,USSD11400352,3706,22.2,301574752.0,35991.0,11957152.0,61.0,1379939508.0,3240310.0,260012.0,30274438.0,236524309.0,153887121.0,45.0,5578.0,22.0,49244.0,3635979.0,0
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2017-03-10,USAT21700435,3722,22.2,921936314.0,40536.0,3970533.0,56.0,495192316.0,3867402.0,182364.5,27141268.0,265551910.0,13067096.0,71.0,5993.0,5.0,3333.0,2690190.0,1
One in a Million,One in a Million,Bebe Rexha,2023-08-04,USWB12303800,3734,22.2,109868838.0,17147.0,65679098.0,70.0,6256696.0,55646.0,2428.0,385969.0,7034216.0,100962228.0,48.0,52099.0,42.0,866250.0,408957.0,0
Playing Games,Playing Games,Summer Walker,2019-08-23,USUM71917221,3737,22.2,177369022.0,26786.0,5711358.0,58.0,200783046.0,1614839.0,76025.0,12315439.0,75387907.0,85920589.0,35.0,100358.0,8.0,558639.0,1548061.0,1
Often,Ultimate R&B 2014,The Weeknd,2014-01-01,USUG11401323,3728,22.2,982399328.0,142822.0,40628124.0,73.0,578225770.0,3493215.0,60212.0,29558322.0,191313816.0,156782991.0,47.0,1312.0,26.0,235234.0,2317956.0,1
Better Things,Better Things - Single,aespa,2023-08-18,KRA302300242,3738,22.2,72446983.0,7731.0,5625254.0,60.0,100786648.0,982757.0,29345.0,39545448.0,325517526.0,7512353.0,20.0,1825.0,5.0,86890.0,106424.0,0
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,2023-09-01,UYB282379019,3715,22.2,127818826.0,8847.0,5073881.0,67.0,79764064.0,303155.0,182364.5,27141268.0,265551910.0,2518170.0,5.0,5993.0,7.0,629291.0,229633.0,0
Carnival,Carnival Pack - EP,Kanye West,2024-02-08,QZA742422174,3711,22.2,465320426.0,324.0,228188.0,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,26.0,1.0,15.0,230295.0,903827.0,0
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,2017-12-12,INY091700034,3716,22.2,22317486.0,4244.0,2598110.0,50.0,1179253796.0,5477479.0,249200.0,2535364.0,48439256.0,24970879.0,12.0,941.0,15.0,230295.0,389397.0,0
SEVILLA,SEVILLA,Thrife,2022-08-12,SE6XW2288884,3725,22.2,26054526.0,23652.0,1011837.0,41.0,1500755.0,20564.0,1585725.0,76687884.0,769574589.0,100962228.0,1.0,8.0,1.0,2681.0,298281.0,1
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,2023-07-15,DGA062354084,3717,22.2,9015.0,4.0,95.0,6.0,147139870.5,1277936.5,1200000.0,2363999.0,55049957.0,100962228.0,29.0,5993.0,15.0,230295.0,212.0,0
Caramelo - Remix,Caramelo (Remix),Leoo Remix,2020-10-01,QZNJV2032699,3733,22.2,144767.0,82.0,2477.0,67.0,697719336.0,3167472.0,182364.5,27141268.0,265551910.0,171565650.0,29.0,5993.0,15.0,230295.0,903827.0,0
GHOST!,GHOST!,phonk.me,2022-12-02,QZTB22273485,3713,22.2,127080399.0,24672.0,15850206.0,67.0,62472711.0,883285.0,182364.5,27141268.0,265551910.0,100962228.0,7.0,5993.0,5.0,124957.0,311493.0,0
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2024-02-02,QZZ662413549,3726,22.2,54477192.0,3729.0,21277335.0,77.0,36326774.0,890834.0,182364.5,3460300.0,41400000.0,100962228.0,2.0,1.0,1.0,378.0,120049.0,1
Inolvidable,Inolvidable,Ovy On The Drums,2020-01-15,USWL12000002,3712,22.2,256133319.0,38487.0,8731809.0,65.0,515007268.0,2900662.0,357700.0,35450027.0,341404786.0,9984.0,8.0,1434.0,12.0,11915.0,1247248.0,0
Lioness,Lioness,Swedish House Mafia,2024-06-07,USUG12403371,3710,22.2,2480498.0,776.0,49144891.0,67.0,144589.0,5727.0,182364.5,27141268.0,265551910.0,100962228.0,24.0,32.0,23.0,1512955.0,13506.0,0
Zombie,Zombie,Bad Wolves,2018-01-19,USDPK1800004,3718,22.2,391235723.0,77293.0,8225027.0,6.0,133338318.0,1407929.0,104019.0,14567512.0,193481131.0,2330.0,9.0,60942.0,8.0,9221.0,5361011.0,0
NI BIEN NI MAL,X 100PRE,Bad Bunny,2018-12-23,QM7281884659,3735,22.2,461199840.0,57617.0,14966162.0,61.0,457134135.0,3745990.0,789376.0,16239631.0,170750243.0,23716081.0,14.0,2191.0,13.0,23140.0,889933.0,1
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,2021-08-20,GBUM72102422,3736,22.2,300361628.0,57447.0,23619962.0,63.0,73752014.0,482554.0,3082.0,633965.0,11785929.0,18021243.0,94.0,104475.0,47.0,408539.0,1988562.0,0
Candy Shop,Candy Shop,50 Cent,2005-01-01,USIR10500072,3732,22.2,954807024.0,219091.0,69258950.0,75.0,1230174677.0,8016633.0,313458.0,56619292.0,950938614.0,379363177.0,76.0,44539.0,49.0,662226.0,6300407.0,1
ONLY,ONLY,LeeHi,2021-08-27,KRC712100039,3724,22.2,335212411.0,50340.0,7777287.0,71.0,154369917.0,1963254.0,411400.0,224149612.0,1513137827.0,5539129.0,8.0,3885.0,1.0,1895.0,959210.0,0
Avalon,Avalon,$uicideboy$,2021-05-21,QZAPK2000176,3723,22.2,204669341.0,54797.0,3940409.0,65.0,49001959.0,441894.0,17568.0,4312773.0,49284460.0,65798617.0,2.0,14.0,15.0,230295.0,288456.0,1
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,2013-03-19,USUYG1027384,3751,22.1,253903241.0,57350.0,12202121.0,59.0,25539550.0,321940.0,101759.0,20788928.0,136052679.0,100962228.0,25.0,4115.0,6.0,23224.0,2408827.0,1
Landmines,Landmines,Sum 41,2023-09-27,QMRSZ2302172,3748,22.1,18708085.0,6754.0,7014623.0,67.0,6801971.0,145932.0,182364.5,5671.0,68136.0,5104817.0,14.0,81065.0,4.0,159332.0,325793.0,1
Flowers,Flowers (Official Video),Miley Cyrus,2023-01-12,USSM22202811,3752,22.1,2031280633.0,1.0,92.0,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,2023-04-28,ZB1OS2300183,3747,22.1,54611633.0,19814.0,4852560.0,61.0,25626713.0,241463.0,575800.0,50987040.0,681526979.0,100962228.0,38.0,3127.0,4.0,16548.0,903827.0,1
DANCE CRIP,DANCE CRIP,Trueno,2021-11-17,ARRWN2000082,3754,22.1,265253887.0,50642.0,5259227.0,61.0,186689501.0,2429799.0,123504.0,81240604.0,704505804.0,48162048.0,25.0,5993.0,10.0,117988.0,903827.0,1
stellar,stellar,.diedlonely,2023-06-23,QM3DF2222961,3742,22.1,44235866.0,6022.0,1268699.0,66.0,5698615.0,142632.0,919217.0,181638749.0,1776006642.0,100962228.0,4.0,6.0,1.0,43207.0,363177.0,0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,2021-05-12,QZDQH2143285,3740,22.1,265126606.0,24857.0,13763202.0,53.0,336327870.0,1617604.0,35300.0,7194400.0,92652072.0,18970945.0,14.0,3623.0,2.0,3684.0,801181.0,1
Malibu,Malibu,Miley Cyrus,2017-05-11,USRC11700814,3763,22.1,810044838.0,87422.0,33951824.0,68.0,541704571.0,3988386.0,258494.0,158069295.0,1190522330.0,78787707.0,136.0,21318.0,69.0,429231.0,3225942.0,0
Skin and Bones,Skin and Bones,David Kushner,2024-01-19,QZXDB2300047,3744,22.1,70354552.0,9185.0,8922438.0,67.0,19123011.0,368576.0,182364.5,6440333.0,45949903.0,123899368.0,17.0,1224.0,19.0,64690.0,903827.0,0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,2022-09-14,SE6XY2215995,3746,22.1,428290193.0,54042.0,7715768.0,75.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,2.0,5993.0,2.0,27653.0,697563.0,0
Spinnin,Spinnin,Connor Price,2022-10-21,QZTAS2238500,3741,22.1,164206429.0,49659.0,12999272.0,63.0,12484960.0,163647.0,25200.0,18960431.0,182197234.0,100962228.0,1.0,136.0,15.0,230295.0,776674.0,0
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,2017-03-24,TCADE1784654,3749,22.1,53980875.0,4005.0,631145.0,55.0,1065036315.0,1487277.0,490.0,10111.0,386999.0,48369630.0,2.0,5993.0,2.0,2138.0,21831.0,0
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,QZ9QQ2300783,3759,22.1,90149537.0,6289.0,7279462.0,67.0,61433874.0,291107.0,17800.0,3515375.0,38602611.0,82109940.0,10.0,23.0,2.0,318.0,333572.0,1
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2019-02-04,INS181900274,3757,22.1,84890640.0,8746.0,5016334.0,59.0,939513536.0,3629985.0,30600.0,496273.0,7092486.0,138637329.0,17.0,723.0,15.0,230295.0,141007.0,0
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2022-02-11,USWL12200130,3758,22.1,409608018.0,35760.0,13777862.0,70.0,144073017.0,744920.0,121400.0,26034148.0,274609855.0,100962228.0,17.0,30.0,3.0,173358.0,522412.0,0
All By Myself,All By Myself,Alok,2022-10-07,DEE862201655,3764,22.1,153478699.0,23576.0,35626223.0,68.0,8834684.0,103744.0,182364.5,27141268.0,265551910.0,13208107.0,66.0,157225.0,74.0,2068935.0,1187709.0,0
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,2022-03-02,SGB502208098,3762,22.1,302568.0,285.0,25137.0,7.0,147139870.5,1277936.5,2957617.0,99826326.0,2026344214.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
Time of Our Lives,Time of Our Lives,Pitbull,2014-11-17,USRC11402647,3739,22.1,1283683926.0,203125.0,103528914.0,79.0,351633773.0,2243784.0,382535.0,88186338.0,590688494.0,150511593.0,140.0,81.0,55.0,140012.0,8020959.0,1
Blood // Water,Blood / / Water,grandson,2017-10-27,TCADI1720999,3745,22.1,658966178.0,132079.0,18302636.0,68.0,218493561.0,3016621.0,810429.0,139586105.0,1291420904.0,12908888.0,10.0,2220.0,19.0,142206.0,903827.0,0
Famous Hoes,Famous Hoes,NLE Choppa,2019-12-10,USWB11903266,3753,22.1,126680278.0,37176.0,2555897.0,54.0,114034780.0,1082538.0,23040.0,1288203.0,10857910.0,617599.0,3.0,5993.0,3.0,7366.0,225260.0,1
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,2023-10-19,DGA0H2357875,3756,22.1,59582290.0,3988.0,5490306.0,67.0,72157125.0,363308.0,58300.0,9130133.0,102839961.0,253986639.0,4.0,1906.0,6.0,7084186.0,181211.0,0
Wreckage,Wreckage,Pearl Jam,2024-04-17,USUG12309753,3750,22.1,6247901.0,887.0,15777506.0,67.0,663933.0,13751.0,182364.5,27141268.0,265551910.0,100962228.0,20.0,21108.0,5.0,199564.0,83381.0,1
This Town,This Town,Niall Horan,2016-09-29,USUG11601029,3743,22.1,957810500.0,107486.0,73687531.0,74.0,174370096.0,2856158.0,309815.0,26476462.0,159860013.0,14483762.0,104.0,19825.0,28.0,109552.0,5142901.0,0
Lil Bit,Lil Bit,Nelly,2020-10-23,USQX92003343,3792,22.0,250828412.0,40989.0,10401884.0,61.0,47811498.0,451406.0,107173.0,16852819.0,158825909.0,197197.0,47.0,52253.0,3.0,78.0,1557518.0,1
Nenas,Nenas,Anni K,2022-11-25,QZNW72249626,3790,22.0,22362.0,5.0,22387.0,10.0,312422708.0,1133105.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,4.0,15.0,230295.0,903827.0,0
Rainy Days,Layover,V,2023-08-11,USA2P2339028,3776,22.0,253540909.0,10383.0,13943814.0,70.0,67113019.0,3432701.0,866.0,1173702.0,5236353.0,119265847.0,4.0,1454.0,7.0,115953.0,258925.0,0
Disaster,Disaster - Single,KSLV Noh,2021-06-21,QZHNC2184834,3784,22.0,258379092.0,72424.0,23939335.0,65.0,54540038.0,1019009.0,789667.0,165449639.0,1863921422.0,28228.0,12.0,1.0,2.0,83044.0,1139004.0,0
Feelings,Feelings,Sumit Goswami,2020-07-07,INS172001990,3773,22.0,42067554.0,4380.0,426039.0,54.0,698286046.0,7544844.0,78400.0,666432.0,7829359.0,156384597.0,29.0,5993.0,15.0,230295.0,125809.0,0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,2022-01-14,QMRSZ2102055,3770,22.0,54488988.0,10962.0,1379201.0,4.0,29552269.0,223336.0,12866.0,1632207.0,14048502.0,230979355.0,29.0,279457.0,1.0,8054.0,903827.0,0
Los Collares,Los Collares,Oscar Maydon,2022-09-30,USANG2210588,3769,22.0,332741927.0,23892.0,9122511.0,72.0,150888295.0,609166.0,23800.0,10579568.0,86648762.0,100962228.0,5.0,5993.0,15.0,230295.0,332463.0,0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,2024-05-30,DEKF22400486,3772,22.0,8033479.0,1347.0,7618938.0,70.0,1247875.0,50363.0,182364.5,27141268.0,265551910.0,100962228.0,11.0,133.0,6.0,2740152.0,11608.0,1
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,2008-12-05,FRZID0900480,3778,22.0,923932404.0,261469.0,53941189.0,63.0,589202937.0,3297320.0,818905.0,254252068.0,1972131587.0,146327127.0,64.0,23424.0,62.0,1176459.0,8619668.0,0
It's That Time,It's That Time,Marlon Hoffstadt,2023-04-21,QM4TX2371595,3789,22.0,29365536.0,28087.0,18522511.0,62.0,3502786.0,57445.0,13139.0,11053278.0,124006258.0,100962228.0,4.0,2430.0,4.0,84348.0,343152.0,0
Do Not Climb,Do Not Climb,Claps,2023-03-16,AUXN22297509,3780,22.0,2723.0,11.0,237.0,67.0,250777729.0,329563.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,10.0,15.0,230295.0,903827.0,0
Bakkal Amca,Bakkal Amca,Kukuli,2021-05-10,QZHN62167502,3775,22.0,5755295.0,850.0,54262.0,36.0,565493630.0,1545650.0,702.0,43785.0,1040868.0,100962228.0,29.0,17.0,15.0,230295.0,22228.0,0
Martes 13,Martes 13 - Single,Luis R Conriquez,2024-05-17,QM6N22452000,3768,22.0,12809544.0,967.0,11244203.0,67.0,7124556.0,79550.0,182364.5,27141268.0,265551910.0,125856157.0,7.0,1.0,1.0,33919.0,55391.0,1
BellaBella,Bella Bella (feat. Scelo),Vanco,2017-02-23,ZA4MG1700001,3783,22.0,3835.0,12.0,142.0,1.0,1438604417.0,6279411.0,182364.5,27141268.0,265551910.0,274134343.0,29.0,15.0,15.0,230295.0,903827.0,0
Long Journey,Nostalgia,Rod Wave,2023-09-15,USQX92305193,3765,22.0,26215354.0,6248.0,524752.0,67.0,16885737.0,135693.0,182364.5,7673272.0,63529208.0,10588113.0,2.0,11.0,15.0,230295.0,172649.0,1
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,2015-01-01,USLXJ1507199,3782,22.0,622198235.0,53548.0,22066757.0,66.0,281739663.0,1138264.0,10615.0,2053389.0,18928214.0,349194533.0,56.0,90639.0,13.0,16131.0,2864850.0,0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,2022-07-22,USRC12202590,3766,22.0,142262820.0,53038.0,20272136.0,63.0,35675859.0,373352.0,134014.0,53648356.0,365465494.0,323596.0,18.0,2393.0,3.0,25942.0,903827.0,1
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,2023-08-18,USQX92304263,3787,22.0,11614161.0,2375.0,2311705.0,55.0,3113363.0,29826.0,49.0,63079.0,1218414.0,100962228.0,3.0,118584.0,15.0,230295.0,311403.0,0
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,2023-08-18,CAW112300246,3779,22.0,53303131.0,6899.0,2394704.0,61.0,78846057.0,671469.0,47600.0,1633000.0,24708801.0,13938421.0,3.0,7.0,15.0,230295.0,88579.0,0
Fed Up,ANTI-ICON,Ghostemane,2020-10-21,ZZOPM2003235,3785,22.0,219841054.0,71843.0,10101641.0,64.0,128686770.0,2638466.0,942400.0,98450996.0,1206875855.0,19927196.0,3.0,9.0,1.0,18907.0,1998537.0,1
Slide,Slide,H.E.R.,2019-09-27,USRC11902505,3781,22.0,224529894.0,50674.0,7520303.0,53.0,268061194.0,2237400.0,37352.0,15530760.0,112923227.0,61743322.0,43.0,92023.0,13.0,19900.0,2404340.0,1
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,2023-06-29,INZ031413259,3774,22.0,4527224.0,392.0,329325.0,67.0,179686266.0,2633829.0,182364.5,27141268.0,265551910.0,87239915.0,4.0,278.0,15.0,230295.0,24030.0,0
Be The One,Be The One,Eli Brown,2023-03-31,GBUM72302199,3777,22.0,75309953.0,34283.0,39325226.0,67.0,9963983.0,111125.0,4789.0,2241743.0,22133936.0,61165.0,20.0,3716.0,14.0,152042.0,330883.0,0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,2024-05-24,GBARL2400277,3788,22.0,13330547.0,1675.0,21053939.0,73.0,35472.0,3979.0,182364.5,27141268.0,265551910.0,100962228.0,23.0,1603.0,13.0,359329.0,18299.0,0
This City,Not a Hobby,Sam Fischer,2018-01-19,TCADL1840559,3767,22.0,633467655.0,74321.0,32015799.0,63.0,26434293.0,260550.0,1414817.0,162027612.0,1120361528.0,5356.0,109.0,43085.0,44.0,297171.0,1565404.0,0
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,2023-09-01,USUM72312706,3818,21.9,66513420.0,12490.0,4973699.0,67.0,15485803.0,395896.0,31322.0,8225518.0,87668727.0,39600226.0,27.0,38078.0,13.0,357821.0,356162.0,0
Precision,Precision,Big Sean,2024-03-22,USUM72400673,3795,21.9,7569031.0,2152.0,10280933.0,67.0,1937815.0,74131.0,182364.5,27141268.0,265551910.0,1563442.0,23.0,26501.0,8.0,112913.0,123954.0,1
Did Me Wrong,B4 BOA - Single,A Boogie Wit da Hoodie,2023-09-08,USAT22308669,3820,21.9,32916107.0,13096.0,12843743.0,67.0,10840662.0,167538.0,30.0,1709.0,20835.0,174648683.0,5.0,56320.0,15.0,230295.0,370210.0,1
Cry No More (feat. Tay Keith),Cry No More (feat. Tay Keith),Headie One,2024-04-19,GBARL2400420,3804,21.9,13712090.0,3148.0,14042635.0,67.0,3889395.0,76350.0,182364.5,27141268.0,265551910.0,26701987.0,14.0,2005.0,18.0,1746831.0,158997.0,1
Unknown,Unknown,Jeff Satur,2022-09-23,THW092201719,3811,21.9,41494349.0,6516.0,1169599.0,52.0,267216988.0,1757325.0,73081.0,14349551.0,102354732.0,31309561.0,11.0,1619.0,15.0,230295.0,76255.0,0
Get Back,Meet The Woo 2,Pop Smoke,2020-02-07,USUM72002036,3800,21.9,355137565.0,123588.0,10315713.0,64.0,45164581.0,408483.0,684467.0,61667693.0,637177334.0,15755.0,7.0,154.0,3.0,1969.0,1086060.0,1
Panic Room,Panic Room,Au/Ra,2018-02-09,GBARL1702250,3821,21.9,256361762.0,54160.0,11403808.0,63.0,183409458.0,2721404.0,613379.0,49207504.0,298147047.0,78649.0,26.0,352.0,12.0,58691.0,747708.0,0
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,2022-08-16,HKK972235335,3810,21.9,5101261.0,1599.0,427725.0,67.0,147139870.5,1277936.5,2301734.0,63429404.0,1190306094.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
2002,NOW That's What I Call Music! 100,Anne-Marie,2018-07-20,GBAHS1800484,3807,21.9,247133830.0,116.0,163402.0,67.0,1074810575.0,9084288.0,182364.5,27141268.0,265551910.0,1922515947.0,29.0,5993.0,15.0,230295.0,903827.0,0
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,2018-12-28,MXF011900173,3797,21.9,417257612.0,76682.0,17689258.0,62.0,301418451.0,2797161.0,254653.0,14054827.0,219625896.0,11788182.0,71.0,15903.0,30.0,1207372.0,5980614.0,0
Noticed,Noticed,Lil Mosey,2018-07-20,USUM71809565,3819,21.9,727014998.0,114135.0,13562882.0,65.0,348078879.0,3056099.0,9928.0,2804253.0,25640147.0,49905291.0,13.0,192.0,16.0,43022.0,1122407.0,1
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-05-11,USUM71804149,3809,21.9,686323132.0,165691.0,25912755.0,70.0,168225696.0,1829885.0,148928.0,59068777.0,343926725.0,9688256.0,48.0,253.0,7.0,18702.0,964881.0,1
